REGIONNAME,SERVICEID,SERVICELONGNAME,SERVICETYPENAME,SUPPLIERID,SUPPLIERNAME,MEALPLANNAME,OPTIONID,OPTIONNAME,EXTRAID,EXTRANAME,OCCUPANCYTYPEID,OCCUPANCYTYPENAME,CHARGINGPOLICYID,CHARGINGPOLICYNAME,SEASONTYPEID,SEASONTYPENAME,SEASONSTARTDATE,SEASONENDDATE,ORGANISATIONSUPPLIERCONTRACTID,ORGANISATIONSUPPLIERCONTRACTNAME,CONTRACTDURATIONID,CONTRACTDURATIONNAME,CONTRACTDURATIONSTARTDATE,CONTRACTDURATIONENDDATE,CURRENCYISOCODE,BUYPRICE,MARGIN,SELLING
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,861,Mandatory Christmas Supplement (Dec 24th & 25th),,,12,Per Person Per Day,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,861,Mandatory Christmas Supplement (Dec 24th & 25th),,,12,Per Person Per Day,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,3745,29.0047,5275
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,862,Mandatory New Year Supplement (Dec 31st),,,12,Per Person Per Day,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,862,Mandatory New Year Supplement (Dec 31st),,,12,Per Person Per Day,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,3745,29.0047,5275
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,1720,Mandatory Diwali Eve Supplement,,,12,Per Person Per Day,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,4000,29.0024,5634
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,,,,1720,Mandatory Diwali Eve Supplement,,,12,Per Person Per Day,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,4280,29.0097,6029
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,1000,28.9772,1408
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,1719,29.0255,2422
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,1100,29.0322,1550
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,2000,29.0024,2817
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,1725,29.0123,2430
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,850,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,2140,29.0215,3015
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,861,Mandatory Christmas Supplement (Dec 24th & 25th),,,12,Per Person Per Day,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,,,862,Mandatory New Year Supplement (Dec 31st),,,12,Per Person Per Day,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4125,Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3000,28.994,4225
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4125,Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,4726,29.007,6657
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4126,Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4126,Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,5371,29.0019,7565
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4127,Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4127,Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,5371,29.0019,7565
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4128,Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4128,Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,5371,29.0019,7565
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,4000,29.0024,5634
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,6445,29.0041,9078
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4400,29.0093,6198
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,6175,28.9985,8697
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,4280,29.0097,6029
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4129,Royal Suite (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,6608,28.9996,9307
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3500,29.006,4930
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,5371,29.0019,7565
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,3850,29.006,5423
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,5225,28.9985,7359
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,3745,29.0047,5275
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4130,Royal Suite (Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,5591,29.0031,7875
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,4000,29.0024,5634
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,6445,29.0041,9078
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4400,29.0093,6198
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,6175,29.0066,8698
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,4280,29.0097,6029
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4131,Royal Suite (Double+Extra Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,6608,29.0073,9308
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,4000,29.0024,5634
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,6445,29.0041,9078
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4400,29.0093,6198
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,6175,29.0066,8698
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,4280,29.0097,6029
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4132,Royal Suite (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,6608,29.0073,9308
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,6000,29.0024,8451
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,8593,29.001,12103
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,6600,29.0017,9296
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,7600,29.0051,10705
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,6420,29.0058,9043
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4133,Shahpura Suite(Single),,,1,Single,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,8132,29.0029,11454
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,6000,29.0024,8451
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,8593,29.001,12103
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,6600,29.0017,9296
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,33455,Shahpura House(1st Oct 15-31st Mar 16),33685,Shahpura House(1st Oct 15-31st Mar 16),2015-10-01 00:00:00 +0530,2016-03-31 00:00:00 +0530,INR,7600,29.0051,10705
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,33485,Pro- Shahpura House(1st Apr 16-30th Sep 16),33716,Pro- Shahpura House(1st Apr 16-30th Sep 16),2016-04-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,INR,6420,29.0058,9043
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4134,Shahpura Suite(Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,33486,Pro - Shahpura House(1st Oct 16-31st Mar 17),33717,Pro - Shahpura House(1st Oct 16-31st Mar 17),2016-10-01 00:00:00 +0530,2017-03-31 00:00:00 +0530,INR,8132,29.0029,11454
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4135,Shahpura Suite(Double+Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,9299,XShahpura House(1st Apr 14-30th Sep 14),9370,Shahpura House(1st Apr 14-30th Sep 14),2014-04-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,6000,29.0024,8451
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4135,Shahpura Suite(Double+Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,28189,Shahpura House(1st Oct 14-31st Mar 15),28332,Shahpura House(1st Oct 14-31st Mar 15),2014-10-01 00:00:00 +0530,2015-03-31 00:00:00 +0530,INR,8593,29.001,12103
Jaipur,1323,Shahpura House,Accommodation,138,Jaipur - Shahpura House,Breakfast,4135,Shahpura Suite(Double+Adult),,,4,Triple,10,*Per Room Per Night,6,Season 01,2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,15767,Pro-Shahpura House(1st Apr 15-30th Sep 15),15862,Pro-Shahpura House(1st Apr 15-30th Sep 15),2015-04-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,6600,29.0017,9296
